Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Language,Top_Video_Views,Last_Upload_Date
NoahPlaysClips,Turkey,Counter-Strike 2,,664,157574,304,518,2,1,9,21,12,6.37,Japanese,16610,17-03-2025
RileyTVHighlights,Brazil,CS:GO Classics,Roblox,6795,9069502,317,28610,4,2,14,1542,445,6.95,Portuguese,1371207,02-07-2025
EmmaPlaysHighlights,Indonesia,Teamfight Tactics,,6782,1914738,330,5802,5,4,22,413,43,7.86,Filipino,209277,17-05-2025
EmmaTVLive,Spain,Teamfight Tactics,Sim Racing,6795,2932607,291,10077,1,1,13,844,92,9.29,Russian,173442,17-05-2025
EmmaTVLive,Russia,PUBG Mobile,Call of Duty,1417450,4256192276,317,13426474,8,2,3,997446,396972,10.39,German,550253148,03-08-2025
SamTVGaming,Pakistan,FIFA,Roblox,7431,17181612,321,53525,8,3,2,3602,927,8.46,Spanish,1216186,22-05-2025
ChrisGamingTV,France,Sim Racing,FIFA,18341,41681699,293,142258,6,2,14,9149,754,6.96,Korean,697072,30-04-2025
NoahTVOfficial,USA,Mobile Legends,,13717,15216955,311,48929,12,2,6,3416,1413,9.87,Japanese,1621706,29-04-2025
TaylorTVHighlights,France,Grand Theft Auto V,,8452,12166447,300,40554,5,3,11,2572,707,8.09,Filipino,825208,16-05-2025
TaylorGamingHighlights,Thailand,League of Legends,Fighting Games,1800,2607471,290,8991,8,2,7,666,232,9.99,English,419483,12-04-2025
LiamPlaysEsports,Vietnam,Fighting Games,Fortnite,10040,14688884,326,45057,3,1,7,4902,843,12.75,Filipino,829283,25-03-2025
RileyGamingChannel,Brazil,Hearthstone,Esports News,865,1130649,286,3953,3,1,7,329,29,9.06,Spanish,16447,07-05-2025
TaylorPlaysNetwork,Japan,League of Legends,,2040,1550294,337,4600,2,3,8,424,93,11.24,Portuguese,218250,16-06-2025
SamPlaysClips,Philippines,Minecraft,Dota 2,1371,3223128,316,10199,5,1,17,813,305,10.96,Portuguese,427893,20-07-2025
JordanTVOfficial,USA,Hearthstone,,3398,2100774,312,6733,3,7,15,567,39,9,Portuguese,329975,20-05-2025
SamPlaysPlays,USA,Apex Legends,,120988,165292337,319,518157,3,5,5,40330,13495,10.39,English,5538315,29-07-2025
SamTVChannel,UK,Fortnite,Valorant,500,589071,359,1640,6,2,6,37,17,3.29,German,4950,01-08-2025
EmmaPlaysNetwork,Indonesia,Fortnite,Counter-Strike 2,8937,27151215,321,84583,8,5,14,10146,1255,13.48,German,4030613,31-05-2025
ChrisTVLive,Thailand,Overwatch,PUBG Mobile,500,381387,293,1301,2,3,18,30,18,3.69,English,48958,13-05-2025
TaylorGamingTV,China,Overwatch,Rocket League,1400,326241,311,1049,4,1,18,62,28,8.58,Hindi,45250,28-05-2025
SamGamingOfficial,USA,Overwatch,Fighting Games,17023,39786930,332,119840,11,3,6,3656,2110,4.81,Indonesian,262442,22-05-2025
EmmaTVPlays,Germany,FIFA,,3303,1358236,326,4166,7,4,18,123,67,4.56,Korean,139717,12-06-2025
OliviaPlaysEsports,Vietnam,FIFA,Teamfight Tactics,531,264805,325,814,1,1,2,80,20,12.29,Indonesian,29421,07-08-2025
SamPlaysPlays,Japan,Counter-Strike 2,Hearthstone,949,99634,329,302,1,2,11,18,1,6.29,Portuguese,5582,26-05-2025
RileyGamingLive,Canada,Valorant,Battlefield,8842,31222683,312,100072,12,0.5,15,10018,716,10.73,Indonesian,2474249,01-08-2025
AlexGamingClips,South Korea,Rocket League,,926,3757247,309,12159,10,2,2,574,67,5.27,Filipino,101856,02-07-2025
SamTVTV,South Korea,Minecraft,Teamfight Tactics,4214,4146493,290,14298,7,2,25,652,317,6.78,Spanish,83508,21-04-2025
RileyPlaysClips,Brazil,Battlefield,,3206,6020598,320,18814,7,3,20,848,341,6.32,Spanish,769582,04-06-2025
RileyTVEsports,Germany,Fighting Games,TFT,1050,339510,265,1281,1,1,16,104,34,10.77,English,53116,08-08-2025
AlexGamingOfficial,Thailand,TFT,,92070,11241023,344,32677,1,0.5,6,3316,570,11.89,Korean,426488,28-03-2025
JordanTVHighlights,Malaysia,Esports News,,8219,13161905,314,41916,4,2,12,2734,442,7.58,Japanese,1727305,08-07-2025
LiamPlaysGaming,Brazil,Battlefield,Counter-Strike 2,500,461753,333,1386,5,5,17,80,34,8.23,Spanish,26994,10-06-2025
ChrisTVOfficial,China,Hearthstone,Fortnite,4017,2911529,319,9127,5,2,5,1071,112,12.96,Filipino,144849,05-06-2025
ChrisTVNetwork,Thailand,CS:GO Classics,,1033,1244682,328,3794,4,2,11,120,107,5.98,Filipino,151852,15-07-2025
AlexGamingNetwork,Thailand,Overwatch,,11659,21885447,309,70826,8,2,17,4863,797,7.99,English,2544095,31-07-2025
NoahTVOfficial,Philippines,Rainbow Six Siege,PUBG Mobile,838,2722578,300,9075,7,4,3,552,83,7,German,294812,04-04-2025
LiamGamingNetwork,South Korea,Apex Legends,League of Legends,2481,9959363,304,32761,9,2,14,976,567,4.71,Spanish,1316498,01-07-2025
ChrisPlaysLive,Indonesia,Hearthstone,Mobile Legends,6687,12521772,340,36828,7,1,2,1724,230,5.31,Filipino,1599506,17-05-2025
AlexGamingEsports,Turkey,FIFA,,11910,25209742,316,79777,10,1,6,1822,471,2.87,Russian,3792130,26-07-2025
RileyPlaysLive,South Korea,Esports News,,500,98241,303,324,1,1,9,34,5,12.04,Spanish,10344,30-06-2025
EmmaGamingGaming,Indonesia,Dota 2,Fortnite,1745,2081480,305,6824,7,2,15,551,70,9.1,Russian,43436,27-05-2025
ChrisTVLive,Germany,Roblox,Mobile Legends,1394,411294,341,1206,1,0.5,8,122,6,10.61,Spanish,22894,24-05-2025
EmmaGamingChannel,South Korea,Call of Duty,Mobile Legends,1048,3024195,285,10611,7,1,13,765,131,8.44,Korean,88276,14-07-2025
SamPlaysGaming,Spain,Teamfight Tactics,,50248,95391041,306,311735,10,3,8,24923,5278,9.69,Korean,2442604,13-07-2025
ChrisPlaysOfficial,Vietnam,Grand Theft Auto V,,5698,6178562,316,19552,8,2,9,1761,290,10.49,Japanese,967393,06-08-2025
NoahPlaysChannel,Thailand,Rocket League,,500,1451822,311,4668,11,4,20,517,39,11.91,Korean,50755,06-07-2025
NoahTVGaming,Canada,Sim Racing,,12946,9445264,301,31379,9,2,5,915,611,4.86,Filipino,1174182,12-07-2025
AlexTVLive,Mexico,FIFA,Counter-Strike 2,88916,390066190,309,1262350,12,10,17,67024,28728,7.59,Portuguese,49896634,03-06-2025
TaylorTVHighlights,Turkey,Overwatch,,15551,13214985,333,39684,3,7,12,3607,868,11.28,German,1015392,21-04-2025
NoahPlaysChannel,Germany,Esports News,,500,546737,338,1617,4,5,9,187,24,13.05,Korean,3591,24-05-2025
OliviaTVOfficial,UK,Valorant,Sim Racing,1373,1017120,297,3424,4,7,5,404,28,12.62,Filipino,126448,10-08-2025
LiamTVClips,Turkey,Counter-Strike 2,,22630,124130903,338,367251,12,1,5,30779,6422,10.13,German,17517610,24-05-2025
RileyGamingPlays,Mexico,Counter-Strike 2,Fortnite,960,783810,338,2318,9,4,8,91,63,6.64,Japanese,90280,27-07-2025
ChrisGamingGaming,Mexico,Fighting Games,,6063,18734340,351,53374,7,2,11,1703,892,4.86,Spanish,1460941,16-05-2025
TaylorGamingChannel,Pakistan,Counter-Strike 2,,10295,6779793,321,21120,3,4,16,2420,208,12.44,Korean,637854,29-04-2025
AlexGamingChannel,USA,CS:GO Classics,Battlefield,676,3016856,309,9763,10,2,10,618,71,7.06,Korean,93770,11-06-2025
RileyGamingOfficial,Russia,Dota 2,,2710,5121122,321,15953,5,1,11,629,456,6.8,Portuguese,708426,07-07-2025
OliviaPlaysGaming,USA,Valorant,FIFA,500,339068,313,1083,7,7,11,122,25,13.57,Japanese,33200,25-07-2025
SamTVChannel,China,Hearthstone,,578,1961460,352,5572,8,1,15,169,71,4.31,German,77517,03-08-2025
ChrisGamingEsports,Vietnam,Counter-Strike 2,Counter-Strike 2,1990,710389,293,2424,1,4,16,225,30,10.52,Hindi,16534,27-04-2025
ChrisGamingGaming,France,Call of Duty,,500,387215,306,1265,12,4,4,104,34,10.91,Portuguese,18782,23-07-2025
TaylorPlaysEsports,Malaysia,Rocket League,Overwatch,40613,8948360,310,28865,2,2,10,830,272,3.82,English,1119285,06-06-2025
ChrisTVTV,Germany,Mobile Legends,FIFA,500,1176114,321,3663,7,2,19,197,67,7.21,Hindi,175273,02-07-2025
RileyGamingTV,France,Minecraft,Grand Theft Auto V,1474,5645232,282,20018,11,1,4,700,457,5.78,English,264322,22-06-2025
NoahGamingHighlights,South Korea,CS:GO Classics,Counter-Strike 2,3674,2836277,291,9746,2,7,12,784,145,9.53,Filipino,164369,22-04-2025
AlexTVLive,France,PUBG Mobile,,29912,78332738,297,263746,7,7,11,17858,1581,7.37,Indonesian,10724804,30-05-2025
ChrisTVNetwork,Vietnam,Hearthstone,Call of Duty,500,1560527,302,5167,9,4,9,105,55,3.1,Filipino,191036,23-06-2025
NoahTVClips,Mexico,Overwatch,Counter-Strike 2,19169,83248715,287,290065,11,5,22,34103,7989,14.51,Portuguese,2300191,23-03-2025
JordanTVChannel,Indonesia,TFT,Fighting Games,3030,1871258,289,6474,2,1,12,355,117,7.29,Korean,295895,05-08-2025
RileyGamingNetwork,Pakistan,Fighting Games,Grand Theft Auto V,619,725154,337,2151,7,2,21,98,54,7.07,Spanish,28467,13-07-2025
EmmaGamingHighlights,China,Esports News,Minecraft,6243,11501340,309,37221,4,2,12,1572,703,6.11,English,1446585,11-07-2025
RileyPlaysChannel,Indonesia,Teamfight Tactics,,4098,2623373,311,8435,11,3,15,302,241,6.44,Portuguese,280509,03-06-2025
AlexGamingPlays,USA,Esports News,Teamfight Tactics,1140,490092,314,1560,2,1,9,187,43,14.74,Indonesian,38179,30-06-2025
AlexPlaysEsports,France,Dota 2,,3333,8818922,285,30943,7,3,9,1532,528,6.66,Korean,191702,27-03-2025
AlexGamingHighlights,Mexico,Teamfight Tactics,,1609,1948661,307,6347,5,3,14,384,82,7.34,Russian,284619,01-05-2025
SamGamingOfficial,China,Minecraft,,3574,218641,326,670,1,1,15,71,13,12.54,Indonesian,18396,10-06-2025
SamTVGaming,India,PUBG Mobile,,8599,3426332,284,12064,5,1,16,1015,263,10.59,English,89696,28-07-2025
AlexPlaysClips,Germany,CS:GO Classics,,37707,154698314,334,463168,12,0.5,14,26340,8086,7.43,Indonesian,11526990,22-06-2025
OliviaTVOfficial,Indonesia,Rainbow Six Siege,Esports News,500,2905134,328,8857,12,4,4,972,226,13.53,English,61847,26-06-2025
LiamPlaysOfficial,Indonesia,Dota 2,,90477,80978354,315,257074,3,2,7,24414,2463,10.45,Korean,5125083,11-07-2025
SamTVGaming,Canada,Battlefield,CS:GO Classics,500,973143,303,3211,7,1,17,137,42,5.57,Russian,24653,22-06-2025
ChrisPlaysNetwork,Malaysia,CS:GO Classics,Minecraft,2338,2710859,310,8744,6,5,2,737,193,10.64,Filipino,127521,29-06-2025
TaylorPlaysGaming,Thailand,CS:GO Classics,,7641,10117344,292,34648,8,1,14,3888,386,12.34,Spanish,1418702,08-08-2025
JordanTVGaming,Russia,Esports News,CS:GO Classics,4673,1388891,328,4234,5,2,11,294,67,8.53,Filipino,55740,22-05-2025
JordanTVChannel,UK,Sim Racing,Battlefield,1100,380225,326,1166,2,4,17,108,33,12.09,English,38038,09-06-2025
NoahTVGaming,Canada,Fortnite,,2136,4846364,297,16317,9,3,14,1910,336,13.76,Spanish,213033,09-07-2025
NoahGamingOfficial,South Korea,Esports News,Hearthstone,1354,2071418,335,6183,11,3,8,550,177,11.76,Filipino,195234,09-05-2025
EmmaTVChannel,Russia,CS:GO Classics,Sim Racing,1160,828765,332,2496,8,1,8,75,57,5.29,Hindi,94152,25-06-2025
LiamGamingLive,China,Teamfight Tactics,,11606,25972663,334,77762,6,1,9,3456,1797,6.76,Portuguese,541066,07-05-2025
AlexTVClips,South Korea,Valorant,Dota 2,5277,23882600,317,75339,10,3,15,5990,1491,9.93,Spanish,3216414,17-05-2025
EmmaGamingGaming,Germany,Minecraft,Teamfight Tactics,983,3244717,310,10466,7,0.5,2,497,89,5.6,Filipino,479927,30-07-2025
JordanPlaysPlays,Brazil,Call of Duty,,12573,37126746,310,119763,9,7,13,13863,2154,13.37,Portuguese,2380089,02-08-2025
SamGamingGaming,Malaysia,Fortnite,,4874,2516153,291,8646,7,2,7,523,97,7.17,English,381479,16-05-2025
LiamGamingClips,Mexico,Fortnite,Dota 2,10944,12587400,290,43404,3,2,13,2852,1300,9.57,Filipino,328698,28-06-2025
JordanPlaysGaming,Vietnam,CS:GO Classics,Teamfight Tactics,8163,4875411,298,16360,6,1,14,1475,190,10.18,Japanese,366802,04-07-2025
FNGamer3038Plays,Turkey,League of Legends,,791,3057415,315,9706,11,7,2,702,104,8.3,Japanese,94474,04-06-2025
TheSniper6380Clips,Malaysia,League of Legends,Rocket League,1216,5359958,326,16441,11,3,11,957,338,7.88,Spanish,791466,31-07-2025
ProSniper5557Esports,China,TFT,Apex Legends,9854,25979813,296,87769,7,2,13,2428,1559,4.54,Filipino,3437583,16-07-2025
FNRogue8762Network,Mexico,Hearthstone,Rainbow Six Siege,7915,7572244,344,22012,2,3,13,1753,121,8.51,English,699104,12-04-2025
FNSniper8925Channel,Canada,Battlefield,,2882,3304205,320,10325,3,2,11,1102,85,11.5,Filipino,55913,17-07-2025
MrBlade3887Plays,South Korea,CS:GO Classics,Fighting Games,3596,5206208,306,17013,4,2,5,1506,430,11.38,English,169416,25-06-2025
RealKing9367TV,South Korea,Battlefield,Mobile Legends,23023,38629008,292,132291,10,2,6,7692,2261,7.52,Spanish,2490443,24-06-2025
OfficialFury1889Network,Mexico,Roblox,Overwatch,1156,3233188,315,10264,6,2,4,336,88,4.13,Russian,132740,10-07-2025
FNShadow6263Plays,South Korea,Counter-Strike 2,TFT,7153,935574,325,2878,1,2,15,292,47,11.78,Filipino,48734,06-08-2025
OGNinja3087Gaming,UK,Valorant,PUBG Mobile,2157,8875691,301,29487,9,1,11,3366,334,12.55,Spanish,1429645,25-06-2025
ProRogue9474Official,Spain,Esports News,Fortnite,2104,2006144,284,7063,5,0.5,12,415,74,6.92,German,285897,30-07-2025
OGStorm3821Gaming,UK,FIFA,,17292,22529459,290,77687,12,1,2,7214,2248,12.18,Spanish,416372,09-07-2025
xStorm749Plays,Germany,Esports News,,11166,32984939,317,104053,7,1,12,6355,1462,7.51,Spanish,488184,30-06-2025
TheShadow9603Network,Vietnam,Counter-Strike 2,,10955,5040467,338,14912,9,7,16,1047,91,7.63,German,62632,18-06-2025
xBlade386Channel,Vietnam,PUBG Mobile,Call of Duty,24071,91950201,299,307525,9,3,2,31874,8997,13.29,Korean,11235660,16-05-2025
OGSniper6196Clips,China,FIFA,Grand Theft Auto V,3082,517900,308,1681,1,7,9,47,41,5.23,Russian,44807,08-06-2025
OfficialNinja9225Network,Mexico,Mobile Legends,Battlefield,8876,3977553,320,12429,1,2,3,907,141,8.43,Filipino,113146,09-06-2025
MsGamer4655Network,South Korea,Battlefield,Rainbow Six Siege,1814,1965463,298,6595,3,2,9,273,100,5.66,Korean,310645,22-06-2025
MsAce819Channel,Canada,Apex Legends,,5007,10508165,305,34453,6,4,7,1859,914,8.05,Spanish,400990,15-06-2025
ProStorm6896Esports,Pakistan,Hearthstone,Dota 2,2420,1037666,328,3163,2,3,14,267,44,9.83,Indonesian,115924,31-05-2025
GGSniper6483Channel,USA,Overwatch,,3481,2671017,297,8993,10,3,13,204,172,4.18,Russian,449001,10-06-2025
OfficialNinja8926Clips,Philippines,Grand Theft Auto V,,7725,39261499,310,126649,12,3,20,10053,2326,9.77,Japanese,6274944,20-06-2025
MrSniper6569TV,Vietnam,Roblox,,805,1123758,290,3875,11,3,12,187,58,6.32,German,122946,17-06-2025
OfficialWizard7338Network,Germany,Rainbow Six Siege,CS:GO Classics,84780,18441039,306,60264,1,4,14,5239,1264,10.79,Hindi,563400,05-06-2025
FNSniper5072Highlights,USA,Valorant,Overwatch,596,190815,326,585,1,3,9,19,9,4.79,Japanese,29048,03-06-2025
xHunter3299Clips,China,Valorant,Hearthstone,500,667535,314,2125,5,7,5,198,11,9.84,Portuguese,78376,22-06-2025
MrBlade6990Network,Pakistan,Roblox,,19014,10601999,327,32422,4,7,17,2741,822,10.99,Hindi,1351750,07-08-2025
ProNinja5417Channel,Vietnam,Battlefield,,10579,1198361,321,3733,1,2,19,437,29,12.48,Hindi,183307,05-06-2025
ProAce6664Esports,Brazil,PUBG Mobile,Grand Theft Auto V,8091,3413134,299,11415,4,0.5,16,1268,189,12.76,Spanish,134168,05-08-2025
RealBlade5157Esports,Russia,Rocket League,Overwatch,8146,10712483,309,34668,3,0.5,13,1675,675,6.78,English,605490,05-05-2025
RealSniper3264Plays,Malaysia,Dota 2,Rocket League,2923,375323,297,1263,2,1,6,28,28,4.43,Indonesian,17435,07-06-2025
ProWizard6327Clips,Malaysia,Valorant,,709,3124497,324,9643,9,1,19,824,147,10.07,Korean,477963,02-07-2025
OfficialWizard6990Plays,Indonesia,Grand Theft Auto V,Esports News,3365,5157592,316,16321,11,2,15,1310,381,10.36,Hindi,545354,05-07-2025
FNStorm7609Highlights,South Korea,Counter-Strike 2,,1008,100442,296,339,1,1,24,7,2,2.65,Indonesian,5731,25-07-2025
MsShadow1801Network,Philippines,Fortnite,Sim Racing,14188,30751932,296,103891,7,3,5,3352,2216,5.36,Spanish,2054591,10-08-2025
FNKing5868Esports,Japan,FIFA,,2355,810060,316,2563,4,1,17,201,65,10.38,Filipino,60987,29-06-2025
TheWizard6229Plays,Malaysia,Counter-Strike 2,League of Legends,795,1276388,311,4104,5,2,15,456,111,13.82,English,94611,12-06-2025
RealBlade3374Gaming,Philippines,Teamfight Tactics,Hearthstone,1782,7712175,299,25793,10,1,10,2853,502,13.01,English,266470,21-06-2025
ProQueen6078Esports,Japan,CS:GO Classics,,5771,2064693,263,7850,5,5,20,275,100,4.78,Hindi,338424,10-08-2025
FNSniper131Official,Philippines,TFT,,1209,495618,323,1534,1,5,14,89,13,6.65,Spanish,59940,15-05-2025
TheBlade5731Highlights,Turkey,FIFA,PUBG Mobile,799,1090706,326,3345,6,2,6,81,45,3.77,English,153381,25-07-2025
xStorm8668Esports,Thailand,FIFA,,4402,4824314,308,15663,9,7,11,1048,289,8.54,Indonesian,426423,02-06-2025
TheSniper6776Official,South Korea,Dota 2,Esports News,4411,1140185,321,3551,2,1,6,338,35,10.5,Filipino,121639,30-06-2025
RealHunter4911Clips,Pakistan,Fighting Games,,1324,4295199,286,15018,7,5,9,1486,432,12.77,German,573552,10-07-2025
RealShadow5145TV,Vietnam,Fighting Games,Hearthstone,1402,839287,301,2788,6,3,16,194,76,9.68,Spanish,85106,05-05-2025
FNNinja8594Channel,France,PUBG Mobile,Fortnite,4321,9507328,317,29991,5,2,18,887,174,3.54,Korean,1073636,05-07-2025
FNPlay9169Esports,Turkey,Overwatch,Overwatch,500,589820,316,1866,4,1,13,108,35,7.66,Indonesian,51565,30-06-2025
FNGamer5496Gaming,Indonesia,Fighting Games,Battlefield,500,135150,323,418,4,1,7,47,10,13.64,Russian,8850,21-07-2025
FNHunter5713Clips,France,Fighting Games,Call of Duty,944,1467056,312,4702,6,7,14,202,52,5.4,Russian,231237,03-07-2025
OfficialHunter7121Official,UK,Dota 2,FIFA,2118,3540044,333,10630,4,3,16,552,192,7,Spanish,264919,28-06-2025
RealNinja5414TV,Malaysia,FIFA,Valorant,4902,9235153,306,30180,5,1,2,2857,457,10.98,German,1274187,10-04-2025
OfficialPlay4787TV,Brazil,Roblox,Mobile Legends,31589,51165099,314,162946,6,2,13,15212,1615,10.33,Filipino,5003353,17-05-2025
RealNinja4218Channel,China,Sim Racing,Overwatch,11757,25690364,335,76687,5,1,11,8529,1561,13.16,Hindi,1155908,22-07-2025
xGamer5003Network,France,Call of Duty,,2307,1682146,323,5207,7,1,18,306,155,8.85,Hindi,38632,02-06-2025
FNShadow6481TV,South Korea,Mobile Legends,,2891,11955040,351,34059,9,7,14,2433,481,8.56,Portuguese,1564071,18-07-2025
FNWizard9652Channel,Russia,TFT,Teamfight Tactics,599,2581082,315,8193,10,2,15,546,154,8.54,German,149030,06-08-2025
RealGamer9953Highlights,China,Dota 2,Valorant,2893,7467041,301,24807,7,2,9,2797,327,12.59,Hindi,401280,18-07-2025
RealPlay4235Highlights,Canada,Hearthstone,Battlefield,1878,5495678,313,17558,7,7,12,1701,472,12.38,Russian,664856,16-04-2025
OfficialWizard7388Network,UK,Fighting Games,,4995,5888445,284,20733,4,2,18,2138,551,12.97,Spanish,684336,23-06-2025
OfficialFury9420Network,South Korea,Teamfight Tactics,,793,280581,322,871,1,2,12,29,8,4.25,Indonesian,29363,01-08-2025
OfficialHunter4323Channel,Mexico,Rocket League,Roblox,6842,16545003,337,49094,8,1,13,4869,1350,12.67,Hindi,408614,26-04-2025
ProRogue9198Highlights,Spain,Fighting Games,,34626,29077922,299,97250,4,3,3,6155,854,7.21,Japanese,1352655,24-06-2025
TheStorm3679Live,South Korea,Mobile Legends,Fortnite,2504,766192,307,2495,1,3,12,55,18,2.93,Japanese,64371,14-07-2025
ProWizard5378Official,Mexico,Apex Legends,Valorant,5668,4700455,314,14969,5,0.5,2,389,319,4.73,Korean,654172,18-06-2025
GGHunter2103Highlights,Malaysia,Fighting Games,Fighting Games,8993,17851150,323,55266,8,3,9,4851,809,10.24,Korean,1239007,01-08-2025
FNQueen7816Gaming,Turkey,Minecraft,Minecraft,1568,1106060,284,3894,4,5,12,222,71,7.52,Korean,34293,13-07-2025
RealWizard8736Live,Malaysia,Valorant,,4266,5390492,282,19115,12,3,17,2041,407,12.81,Japanese,405527,22-05-2025
GGWizard4418Clips,Japan,CS:GO Classics,,3041,4740014,331,14320,8,7,6,1337,90,9.97,Spanish,229072,01-07-2025
xFury2584Clips,Vietnam,League of Legends,,3485,12083031,342,35330,8,1,14,783,435,3.45,Filipino,1757327,19-07-2025
xAce9356Channel,Canada,Esports News,Overwatch,865,574757,316,1818,3,1,21,161,30,10.51,Japanese,36435,24-07-2025
MsStorm1003Official,India,Esports News,League of Legends,3100,10786185,299,36074,9,4,8,1415,420,5.09,Japanese,1138063,30-04-2025
TheShadow7844Channel,France,Hearthstone,Sim Racing,6613,2556037,337,7584,3,1,3,472,47,6.84,Spanish,224389,20-05-2025
ProSniper5355Esports,Philippines,Mobile Legends,TFT,30388,7323162,287,25516,1,1,14,2104,182,8.96,English,259346,13-06-2025
OfficialPlay8497Network,Turkey,Counter-Strike 2,,13833,2813223,309,9104,2,1,5,976,227,13.21,Hindi,75074,20-06-2025
OGFury4704Gaming,Mexico,Apex Legends,,93441,63005105,311,202588,6,4,7,13291,5628,9.34,Spanish,576999,06-07-2025
MrBlade5517Clips,Malaysia,TFT,CS:GO Classics,873,3434518,279,12310,12,0.5,18,1241,108,10.96,Russian,105813,26-06-2025
MsGamer9595Live,France,Rainbow Six Siege,,12036,38920430,327,119022,10,1,23,11699,1336,10.95,Portuguese,4389582,19-05-2025
ThePlay2059Esports,Pakistan,Apex Legends,,3997,1167262,325,3591,2,1,6,220,76,8.24,Indonesian,116230,09-08-2025
ProFury167Network,Spain,Sim Racing,,99080,156639795,305,513573,6,4,8,36000,14820,9.9,English,8029155,12-06-2025
ProNinja4558Highlights,China,CS:GO Classics,,817,358244,331,1082,1,2,9,97,13,10.17,Indonesian,13341,06-08-2025
FNHunter4988Live,Germany,Fortnite,CS:GO Classics,777,1097355,312,3517,11,1,9,81,92,4.92,English,12337,04-08-2025
MrShadow2432Live,Thailand,Hearthstone,Apex Legends,1142,66972,282,237,1,4,24,25,4,12.24,Filipino,3694,31-05-2025
FNFury9283Official,Vietnam,Mobile Legends,,500,858494,293,2930,5,4,9,284,84,12.56,English,53161,16-05-2025
ProPlay449Esports,Malaysia,Rainbow Six Siege,,1285,951853,318,2993,10,3,10,134,25,5.31,Hindi,130269,18-07-2025
TheQueen5829Esports,France,Rocket League,Minecraft,884,4774222,305,15653,11,1,22,1848,459,14.74,Russian,41559,27-05-2025
xStorm1881Network,Russia,TFT,Teamfight Tactics,3791,11065785,317,34907,9,3,15,1324,559,5.39,Portuguese,512041,09-05-2025
RealQueen7561Network,Pakistan,PUBG Mobile,Hearthstone,5150,10781148,323,33378,8,7,18,3718,962,14.02,Russian,1593486,02-08-2025
OGPlay6447Gaming,Indonesia,Teamfight Tactics,Battlefield,59986,43819168,312,140446,3,1,7,7366,2312,6.89,Spanish,6024014,03-05-2025
OGRogue9747Live,Japan,Fortnite,,13638,12596675,288,43738,3,1,9,4212,798,11.45,Indonesian,1938747,08-08-2025
MrFury5420Gaming,India,Rainbow Six Siege,Teamfight Tactics,1184,107484,304,353,1,1,6,23,8,8.78,Korean,754,29-05-2025
FNBlade7723TV,USA,Esports News,,708,995112,342,2909,3,3,17,272,67,11.65,Spanish,56400,06-08-2025
ProRogue7050Clips,Russia,Sim Racing,,6549,26054981,288,90468,12,3,19,3218,1853,5.61,German,2269484,17-04-2025
xWizard9986Live,France,Rocket League,,500,796741,303,2629,12,1,8,123,40,6.2,German,18854,07-06-2025
