Tournament Name,Game,Genre,Organizer,Frequency,Prize Pool (USD)_Adjusted,Year,Country,Prize Pool (USD)
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,1730858,2023,Sweden,1730858
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,1360286,2024,Germany,1360286
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,1227129,2025,Brazil,1227129
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,2268165,2023,United States,2268165
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,2512308,2024,United States,2512308
Apex Legends Global Series,Apex Legends,Battle Royale,EA / Respawn,Annual,2976989,2025,Japan,2976989
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2023,United States,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2024,South Korea,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2500000,2025,Spain,2500000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2023,United States,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2024,South Korea,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2500000,2025,Spain,2500000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2023,United States,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2250000,2024,South Korea,2250000
Valorant Champions,Valorant,FPS,Riot Games,Annual,2500000,2025,Spain,2500000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2023,South Korea,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2024,United Kingdom,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2025,China,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2023,South Korea,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2024,United Kingdom,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2025,China,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2023,South Korea,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2024,United Kingdom,2250000
League of Legends World Championship,League of Legends,MOBA,Riot Games,Annual,2250000,2025,China,2250000
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1059699,2023,United States,1059699
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1222688,2024,United States,1222688
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1481927,2025,United States,1481927
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1100419,2023,United States,1100419
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,992233,2024,United States,992233
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,888698,2025,United States,888698
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1055130,2023,United States,1055130
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1156445,2024,United States,1156445
Halo World Championship,Halo Infinite,FPS,Microsoft,Annual,1211347,2025,United States,1211347
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,418879,2023,South Korea,418879
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,357151,2024,South Korea,357151
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,296670,2025,South Korea,296670
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,418698,2023,South Korea,418698
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,352740,2024,South Korea,352740
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,276343,2025,South Korea,276343
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,424693,2023,South Korea,424693
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,439602,2024,South Korea,439602
StarCraft II WCS Global Finals,StarCraft II,RTS,Blizzard,Annual,485566,2025,South Korea,485566
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,228376,2023,Japan,228376
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,243657,2024,Japan,243657
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,225757,2025,Sweden,225757
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,182212,2023,United States,182212
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,164467,2024,France,164467
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,148656,2025,Sweden,148656
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,182027,2023,China,182027
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,147312,2024,Sweden,147312
Tekken World Tour Finals,Tekken 7,Fighting,Bandai Namco,Annual,128737,2025,Germany,128737
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,2238606,2023,United States,2238606
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,2716938,2024,United States,2716938
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,2481167,2025,United States,2481167
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,2088294,2023,United States,2088294
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,1731742,2024,United States,1731742
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,1623070,2025,United States,1623070
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,2784794,2023,United States,2784794
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,3391216,2024,United States,3391216
Call of Duty League Championship,Call of Duty,FPS,Activision,Annual,3738716,2025,United States,3738716
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,541702,2023,Japan,541702
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,496604,2024,Japan,496604
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,426500,2025,Canada,426500
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,524409,2023,Germany,524409
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,558471,2024,France,558471
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,474008,2025,Brazil,474008
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,587531,2023,Germany,587531
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,498896,2024,China,498896
Dota Pro Circuit Majors,Dota 2,MOBA,Valve,Multiple,507942,2025,United States,507942
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,252396,2023,United States,252396
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,256612,2024,France,256612
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,289382,2025,Brazil,289382
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,279543,2023,Brazil,279543
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,252283,2024,Brazil,252283
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,281311,2025,Canada,281311
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,220812,2023,China,220812
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,212363,2024,China,212363
Smash World Tour,Super Smash Bros.,Fighting,Nintendo,Annual,181155,2025,Japan,181155
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,244875,2023,Sweden,244875
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,209400,2024,Japan,209400
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,193976,2025,China,193976
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,302155,2023,China,302155
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,286674,2024,France,286674
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,339504,2025,Sweden,339504
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,317716,2023,Sweden,317716
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,382157,2024,Brazil,382157
World of Warcraft Arena Championship,World of Warcraft,MMO,Blizzard,Annual,473550,2025,China,473550
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,437356,2023,Japan,437356
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,402926,2024,China,402926
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,329422,2025,United States,329422
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,569106,2023,Germany,569106
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,654232,2024,Sweden,654232
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,698904,2025,United States,698904
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,444153,2023,China,444153
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,419209,2024,Sweden,419209
FIFA eWorld Cup,FIFA,Sports,EA Sports,Annual,429185,2025,Brazil,429185
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,384271,2023,Sweden,384271
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,403128,2024,Japan,403128
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,439687,2025,China,439687
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,288529,2023,United States,288529
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,234821,2024,France,234821
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,221760,2025,Canada,221760
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,346720,2023,China,346720
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,292821,2024,Japan,292821
TFT World Championship,Teamfight Tactics,Auto Battler,Riot Games,Annual,274662,2025,Japan,274662
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,1918672,2023,Canada,1918672
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,1613965,2024,France,1613965
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,1802017,2025,China,1802017
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2129485,2023,United States,2129485
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2335281,2024,France,2335281
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2593720,2025,France,2593720
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2112560,2023,Sweden,2112560
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2533569,2024,Japan,2533569
Wild Rift World Championship,League of Legends: Wild Rift,MOBA,Riot Games,Annual,2679904,2025,Canada,2679904
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1023461,2023,Germany,1023461
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1126786,2024,Japan,1126786
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1321020,2025,Canada,1321020
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1164663,2023,United States,1164663
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1218977,2024,Brazil,1218977
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1334838,2025,Brazil,1334838
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1139345,2023,Germany,1139345
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1366068,2024,Japan,1366068
Brawl Stars World Finals,Brawl Stars,MOBA,Supercell,Annual,1656515,2025,France,1656515
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,485400,2023,France,485400
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,566205,2024,Germany,566205
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,698502,2025,China,698502
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,422226,2023,China,422226
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,429915,2024,France,429915
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,501586,2025,Japan,501586
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,477007,2023,United States,477007
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,478398,2024,Sweden,478398
Clash Royale League World Finals,Clash Royale,Strategy,Supercell,Annual,417883,2025,United States,417883
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2280314,2023,Singapore,2280314
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2441770,2024,Singapore,2441770
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2672815,2025,Singapore,2672815
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2179804,2023,Singapore,2179804
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2106181,2024,Singapore,2106181
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,2225485,2025,Singapore,2225485
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,1631833,2023,Singapore,1631833
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,1345214,2024,Singapore,1345214
Free Fire World Series,Free Fire,Battle Royale,Garena,Annual,1156168,2025,Singapore,1156168
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,677399,2023,Germany,677399
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,575530,2024,China,575530
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,534045,2025,Sweden,534045
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,935493,2023,Japan,935493
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,1051000,2024,France,1051000
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,1119678,2025,Sweden,1119678
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,871314,2023,United States,871314
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,933566,2024,Japan,933566
Mobile Legends M World Championship,Mobile Legends,MOBA,Moonton,Annual,1017513,2025,Japan,1017513
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1808823,2023,United States,1808823
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1900125,2024,United States,1900125
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,2129752,2025,United States,2129752
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1436457,2023,United States,1436457
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1287338,2024,United States,1287338
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1226397,2025,United States,1226397
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1395594,2023,United States,1395594
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1181195,2024,United States,1181195
NBA 2K League Finals,NBA 2K,Sports,2K Sports,Annual,1108908,2025,United States,1108908
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,900970,2023,Canada,900970
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,774950,2024,China,774950
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,657670,2025,United States,657670
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,1019791,2023,Sweden,1019791
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,964987,2024,Canada,964987
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,845327,2025,France,845327
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,978286,2023,Canada,978286
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,919234,2024,Sweden,919234
Rocket League World Championship,Rocket League,Sports,Psyonix,Annual,867754,2025,Japan,867754
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,483774,2023,Japan,483774
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,553866,2024,France,553866
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,566226,2025,Germany,566226
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,567813,2023,Germany,567813
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,531466,2024,Japan,531466
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,561950,2025,Japan,561950
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,551061,2023,United States,551061
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,623900,2024,Brazil,623900
Sim Racing World Championship,iRacing / F1,Sports,Various,Annual,664363,2025,United States,664363
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,128457,2023,France,128457
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,139611,2024,France,139611
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,158503,2025,France,158503
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,105934,2023,France,105934
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,107369,2024,France,107369
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,90636,2025,France,90636
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,85566,2023,France,85566
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,72958,2024,France,72958
Trackmania Grand League,Trackmania,Racing,Ubisoft,Annual,64320,2025,France,64320
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,447481,2023,Sweden,447481
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,370789,2024,Sweden,370789
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,322115,2025,France,322115
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,540230,2023,United States,540230
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,568837,2024,Brazil,568837
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,590426,2025,China,590426
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,601506,2023,China,601506
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,704533,2024,United States,704533
World Esports Championships,Multi-game,Multi-genre,IESF,Annual,785448,2025,France,785448
Warcraft III Championship,Warcraft III,RTS,Blizzard,Annual,276205,2023,China,276205
Warcraft III Championship,Warcraft III,RTS,Blizzard,Annual,240085,2024,China,240085
Warcraft III Championship,Warcraft III,RTS,Blizzard,Annual,213873,2025,China,213873
Warcraft III Championship,Warcraft III,RTS,Blizzard,Annual,370138,2023,China,370138
